1-byte character code	<C><F><I><N><Q>@1-byte character code<br />- (Tech) mã ký tự 1 bai</Q></N></I></F></C>
acclaimer	<C><F><I><N><Q>@acclaimer<br />- xem acclaim</Q></N></I></F></C>
acclaiming	<C><F><I><N><Q>@acclaim /ə'kleim/<br />*  danh từ<br />- tiếng hoan hô<br />*  ngoại động từ<br />- hoan hô<br />- tôn lên<br />=to be acclaimed king+ được tôn lên làm vua</Q></N></I></F></C>
acclaims	<C><F><I><N><Q>@acclaim /ə'kleim/<br />*  danh từ<br />- tiếng hoan hô<br />*  ngoại động từ<br />- hoan hô<br />- tôn lên<br />=to be acclaimed king+ được tôn lên làm vua</Q></N></I></F></C>
acclamation	<C><F><I><N><Q>@acclamation /,æklə'meiʃn/<br />*  danh từ<br />- sự hoan hô nhiệt liệt<br />=carried by acclamation+ thông qua bằng cách hoan hô<br />=the decision was carried by acclamation+ mọi người vỗ tay hoan hô thông qua nghị quyết<br />- ((thường) số nhiều) tiếng reo hoan hô, tiếng tung hô</Q></N></I></F></C>
acclamations	<C><F><I><N><Q>@acclamation /,æklə'meiʃn/<br />*  danh từ<br />- sự hoan hô nhiệt liệt<br />=carried by acclamation+ thông qua bằng cách hoan hô<br />=the decision was carried by acclamation+ mọi người vỗ tay hoan hô thông qua nghị quyết<br />- ((thường) số nhiều) tiếng reo hoan hô, tiếng tung hô</Q></N></I></F></C>
acclamatory	<C><F><I><N><Q>@acclamatory /ə'klæmətəri/<br />*  tính từ<br />- hoan hô bằng cách nhiệt liệt hoan hô<br />=acclamatory vote+ bầu bằng cách hoan hô</Q></N></I></F></C>
acclimatation	<C><F><I><N><Q>@acclimatation /ə'klaimətai'zeiʃn/ (acclimatation) /ə,klaimə'teiʃn/ (acclimation) /,æklai'meiʃn/<br />*  danh từ<br />- sự thích nghi khí hậu, sự làm hợp thuỷ thổ</Q></N></I></F></C>
acclimate	<C><F><I><N><Q>@acclimate /ə'klaimətaiz/ (acclimatise) /ə'klaimətaiz/ (acclimate) /'æklaimeit/<br />*  ngoại động từ<br />- làm thích nghi khí hậu, làm hợp thuỷ thổ (súc vật, cây cối)<br />=to acclimatize oneself+ thích nghi với môi trường<br />*  nội động từ<br />- (từ hiếm,nghĩa hiếm) thích nghi khí hậu<br />- thích nghi với môi trường</Q></N></I></F></C>
acclimation	<C><F><I><N><Q>@acclimation /ə'klaimətai'zeiʃn/ (acclimatation) /ə,klaimə'teiʃn/ (acclimation) /,æklai'meiʃn/<br />*  danh từ<br />- sự thích nghi khí hậu, sự làm hợp thuỷ thổ</Q></N></I></F></C>
acclimatisation	<C><F><I><N><Q>@acclimatisation<br />- sự thích nghi khí hậu, sự làm hợp thuỷ thổ</Q></N></I></F></C>
acclimatise	<C><F><I><N><Q>@acclimatise /ə'klaimətaiz/ (acclimatise) /ə'klaimətaiz/ (acclimate) /'æklaimeit/<br />*  ngoại động từ<br />- làm thích nghi khí hậu, làm hợp thuỷ thổ (súc vật, cây cối)<br />=to acclimatize oneself+ thích nghi với môi trường<br />*  nội động từ<br />- (từ hiếm,nghĩa hiếm) thích nghi khí hậu<br />- thích nghi với môi trường</Q></N></I></F></C>
acclimatization	<C><F><I><N><Q>@acclimatization /ə'klaimətai'zeiʃn/ (acclimatation) /ə,klaimə'teiʃn/ (acclimation) /,æklai'meiʃn/<br />*  danh từ<br />- sự thích nghi khí hậu, sự làm hợp thuỷ thổ</Q></N></I></F></C>
acclimatizations	<C><F><I><N><Q>@acclimatization /ə'klaimətai'zeiʃn/ (acclimatation) /ə,klaimə'teiʃn/ (acclimation) /,æklai'meiʃn/<br />*  danh từ<br />- sự thích nghi khí hậu, sự làm hợp thuỷ thổ</Q></N></I></F></C>
acclimatize	<C><F><I><N><Q>@acclimatize /ə'klaimətaiz/ (acclimatise) /ə'klaimətaiz/ (acclimate) /'æklaimeit/<br />*  ngoại động từ<br />- làm thích nghi khí hậu, làm hợp thuỷ thổ (súc vật, cây cối)<br />=to acclimatize oneself+ thích nghi với môi trường<br />*  nội động từ<br />- (từ hiếm,nghĩa hiếm) thích nghi khí hậu<br />- thích nghi với môi trường</Q></N></I></F></C>
acclimatized	<C><F><I><N><Q>@acclimatize /ə'klaimətaiz/ (acclimatise) /ə'klaimətaiz/ (acclimate) /'æklaimeit/<br />*  ngoại động từ<br />- làm thích nghi khí hậu, làm hợp thuỷ thổ (súc vật, cây cối)<br />=to acclimatize oneself+ thích nghi với môi trường<br />*  nội động từ<br />- (từ hiếm,nghĩa hiếm) thích nghi khí hậu<br />- thích nghi với môi trường</Q></N></I></F></C>
acclimatizer	<C><F><I><N><Q>@acclimatizer<br />- xem acclimatize</Q></N></I></F></C>
acclimatizes	<C><F><I><N><Q>@acclimatize /ə'klaimətaiz/ (acclimatise) /ə'klaimətaiz/ (acclimate) /'æklaimeit/<br />*  ngoại động từ<br />- làm thích nghi khí hậu, làm hợp thuỷ thổ (súc vật, cây cối)<br />=to acclimatize oneself+ thích nghi với môi trường<br />*  nội động từ<br />- (từ hiếm,nghĩa hiếm) thích nghi khí hậu<br />- thích nghi với môi trường</Q></N></I></F></C>
acclimatizing	<C><F><I><N><Q>@acclimatize /ə'klaimətaiz/ (acclimatise) /ə'klaimətaiz/ (acclimate) /'æklaimeit/<br />*  ngoại động từ<br />- làm thích nghi khí hậu, làm hợp thuỷ thổ (súc vật, cây cối)<br />=to acclimatize oneself+ thích nghi với môi trường<br />*  nội động từ<br />- (từ hiếm,nghĩa hiếm) thích nghi khí hậu<br />- thích nghi với môi trường</Q></N></I></F></C>
acclivities	<C><F><I><N><Q>@acclivity /ə'kliviti/<br />*  danh từ<br />- dốc ngược</Q></N></I></F></C>
acclivity	<C><F><I><N><Q>@acclivity /ə'kliviti/<br />*  danh từ<br />- dốc ngược</Q></N></I></F></C>
acclivous	<C><F><I><N><Q>@acclivous /ə'klaivəs/<br />*  tính từ<br />- dốc ngược</Q></N></I></F></C>
accolade	<C><F><I><N><Q>@accolade /'ækəleid/<br />*  danh từ<br />- sự ôm hôn, sự gõ nhẹ sống gươm lên vai (khi phong tước)<br />- (âm nhạc) dấu gộp</Q></N></I></F></C>
accolades	<C><F><I><N><Q>@accolade /'ækəleid/<br />*  danh từ<br />- sự ôm hôn, sự gõ nhẹ sống gươm lên vai (khi phong tước)<br />- (âm nhạc) dấu gộp</Q></N></I></F></C>
accommodate	<C><F><I><N><Q>@accommodate /ə'kɔmədeit/<br />*  ngoại động từ<br />- điều tiết, làm cho thích nghi, làm cho phù hợp<br />=to accommodate oneself to the new way of living+ làm cho mình thích nghi với lối sống mới<br />- hoà giải, dàn xếp<br />=to accommodate a quarrel+ dàn xếp một cuộc cãi nhau<br />- (+ with) cung cấp, cấp cho, kiếm cho<br />=to accommodate someone with something+ cung cấp cho ai cái gì<br />=to accommodate somebody with a loan+ cho ai vay một số tiền<br />- chứa được, đựng được<br />=this hall can accommodate 500 persons+ gian phòng có thể chứa được 500 người<br />- cho trọ; tìm chỗ cho trọ<br />=to be accommodated in the best hotel+ trọ ở khách sạn sang nhất<br />- giúp đỡ, làm ơn<br /><br />@accommodate<br />- (Tech) thu nhận, chứa</Q></N></I></F></C>
accommodated	<C><F><I><N><Q>@accommodate /ə'kɔmədeit/<br />*  ngoại động từ<br />- điều tiết, làm cho thích nghi, làm cho phù hợp<br />=to accommodate oneself to the new way of living+ làm cho mình thích nghi với lối sống mới<br />- hoà giải, dàn xếp<br />=to accommodate a quarrel+ dàn xếp một cuộc cãi nhau<br />- (+ with) cung cấp, cấp cho, kiếm cho<br />=to accommodate someone with something+ cung cấp cho ai cái gì<br />=to accommodate somebody with a loan+ cho ai vay một số tiền<br />- chứa được, đựng được<br />=this hall can accommodate 500 persons+ gian phòng có thể chứa được 500 người<br />- cho trọ; tìm chỗ cho trọ<br />=to be accommodated in the best hotel+ trọ ở khách sạn sang nhất<br />- giúp đỡ, làm ơn<br /><br />@accommodate<br />- (Tech) thu nhận, chứa</Q></N></I></F></C>
accommodated location	<C><F><I><N><Q>@accommodated location<br />- (Tech) vị trí thu nhận</Q></N></I></F></C>
accommodates	<C><F><I><N><Q>@accommodate /ə'kɔmədeit/<br />*  ngoại động từ<br />- điều tiết, làm cho thích nghi, làm cho phù hợp<br />=to accommodate oneself to the new way of living+ làm cho mình thích nghi với lối sống mới<br />- hoà giải, dàn xếp<br />=to accommodate a quarrel+ dàn xếp một cuộc cãi nhau<br />- (+ with) cung cấp, cấp cho, kiếm cho<br />=to accommodate someone with something+ cung cấp cho ai cái gì<br />=to accommodate somebody with a loan+ cho ai vay một số tiền<br />- chứa được, đựng được<br />=this hall can accommodate 500 persons+ gian phòng có thể chứa được 500 người<br />- cho trọ; tìm chỗ cho trọ<br />=to be accommodated in the best hotel+ trọ ở khách sạn sang nhất<br />- giúp đỡ, làm ơn<br /><br />@accommodate<br />- (Tech) thu nhận, chứa</Q></N></I></F></C>
accommodating	<C><F><I><N><Q>@accommodating /ə'kɔmədeitiɳ/<br />*  tính từ<br />- dễ dãi, dễ tính, xuề xoà<br />- hay giúp đỡ, sẵn lòng giúp đỡ, hay làm ơn</Q></N></I></F></C><C><F><I><N><Q>@accommodate /ə'kɔmədeit/<br />*  ngoại động từ<br />- điều tiết, làm cho thích nghi, làm cho phù hợp<br />=to accommodate oneself to the new way of living+ làm cho mình thích nghi với lối sống mới<br />- hoà giải, dàn xếp<br />=to accommodate a quarrel+ dàn xếp một cuộc cãi nhau<br />- (+ with) cung cấp, cấp cho, kiếm cho<br />=to accommodate someone with something+ cung cấp cho ai cái gì<br />=to accommodate somebody with a loan+ cho ai vay một số tiền<br />- chứa được, đựng được<br />=this hall can accommodate 500 persons+ gian phòng có thể chứa được 500 người<br />- cho trọ; tìm chỗ cho trọ<br />=to be accommodated in the best hotel+ trọ ở khách sạn sang nhất<br />- giúp đỡ, làm ơn<br /><br />@accommodate<br />- (Tech) thu nhận, chứa</Q></N></I></F></C>
Accommodating monetary policy	<C><F><I><N><Q>@Accommodating monetary policy<br />- (Econ) Chính sách tiền tệ điều tiết.<br />+ Xem VALIDATED INFLATION</Q></N></I></F></C>
accommodatingly	<C><F><I><N><Q>@accommodatingly<br />- xem accommodating</Q></N></I></F></C>
accommodation	<C><F><I><N><Q>@accommodation /ə,kɔmə'deiʃn/<br />*  danh từ<br />- sự điều tiết, sự thích nghi, sự làm cho phù hợp<br />- sự điều tiết (sức nhìn của mắt)<br />- sự hoà giải, sự dàn xếp<br />- tiện nghi, sự tiện lợi, sự thuận tiện<br />- chỗ trọ, chỗ ăn chỗ ở<br />- món tiền cho vay<br /><br />@accommodation<br />- (Tech) điều tiết; thích ứng, thích nghi (d)</Q></N></I></F></C>
accommodation address	<C><F><I><N><Q>@accommodation address<br />* danh từ<br />- địa chỉ tạm</Q></N></I></F></C>
accommodation ladder	<C><F><I><N><Q>@accommodation ladder<br />* danh từ<br />- &lt;hải&gt; thang dây (ở bên sườn tàu thuỷ để lên xuống các xuồng nhỏ)</Q></N></I></F></C>
accommodation-ladder	<C><F><I><N><Q>@accommodation-ladder /ə,kɔmə'deiʃn-,lædə/<br />-,lædə/<br />*  danh từ<br />- (hàng hải) thang, thang dây (ở bên sườn tàu thuỷ để lên xuống các xuồng nhỏ)</Q></N></I></F></C>
accommodation limits	<C><F><I><N><Q>@accommodation limits<br />- (Tech) giới hạn dung chứa</Q></N></I></F></C>
accommodation train	<C><F><I><N><Q>@accommodation train /ə,kɔmə'deiʃntrein/<br />*  danh từ<br />- (từ Mỹ,nghĩa Mỹ) xe lửa địa phương (ở địa phương)</Q></N></I></F></C>
Accommodation transactions	<C><F><I><N><Q>@Accommodation transactions<br />- (Econ) Các giao dịch điều tiết.<br />+ Trong CÁN CÂN THANH TOÁN, một loại giao dịch tư bản do CÁC CƠ QUAN TIỀN TỆ áp dụng hoặc điều hành để làm đối trọng lại tình trạng tín dụng hoặc tình trạng nợ nần nảy sinh trong các GIAO DỊCH TỰ ĐỊNH.</Q></N></I></F></C>
accommodation unit	<C><F><I><N><Q>@accommodation unit /ə,kɔmə'deiʃn,ju:nit/<br />*  danh từ<br />- nơi ở</Q></N></I></F></C>
accommodations	<C><F><I><N><Q>@accommodation /ə,kɔmə'deiʃn/<br />*  danh từ<br />- sự điều tiết, sự thích nghi, sự làm cho phù hợp<br />- sự điều tiết (sức nhìn của mắt)<br />- sự hoà giải, sự dàn xếp<br />- tiện nghi, sự tiện lợi, sự thuận tiện<br />- chỗ trọ, chỗ ăn chỗ ở<br />- món tiền cho vay<br /><br />@accommodation<br />- (Tech) điều tiết; thích ứng, thích nghi (d)</Q></N></I></F></C>
accommodative	<C><F><I><N><Q>@accommodative<br />- xem accommodate</Q></N></I></F></C>
accommodativeness	<C><F><I><N><Q>@accommodativeness<br />- xem accommodate</Q></N></I></F></C>
accommodator	<C><F><I><N><Q>@accommodator<br />- xem accommodate</Q></N></I></F></C>
accommodators	<C><F><I><N><Q>@accommodator<br />- xem accommodate</Q></N></I></F></C>
accommode	<C><F><I><N><Q>@accommode<br />- (Tech) thích ứng, thích nghi (đ)</Q></N></I></F></C>
accompanied	<C><F><I><N><Q>@accompany /ə'kʌmpəni/<br />*  ngoại động từ<br />- đi theo, đi cùng, đi kèm, hộ tống<br />- phụ thêm, kèm theo<br />- (âm nhạc) đệm (đàn, nhạc)</Q></N></I></F></C>
accompanies	<C><F><I><N><Q>@accompany /ə'kʌmpəni/<br />*  ngoại động từ<br />- đi theo, đi cùng, đi kèm, hộ tống<br />- phụ thêm, kèm theo<br />- (âm nhạc) đệm (đàn, nhạc)</Q></N></I></F></C>
accompaniment	<C><F><I><N><Q>@accompaniment /ə'kʌmpənimənt/<br />*  danh từ<br />- vật phụ thuộc, vật kèm theo; cái bổ sung<br />- (âm nhạc) sự đệm (dàn nhạc); phần nhạc đệm</Q></N></I></F></C>
accompaniments	<C><F><I><N><Q>@accompaniment /ə'kʌmpənimənt/<br />*  danh từ<br />- vật phụ thuộc, vật kèm theo; cái bổ sung<br />- (âm nhạc) sự đệm (dàn nhạc); phần nhạc đệm</Q></N></I></F></C>
accompanist	<C><F><I><N><Q>@accompanist /ə'kʌmpənist/<br />*  danh từ<br />- (âm nhạc) người đệm (nhạc, đàn)</Q></N></I></F></C>
accompanists	<C><F><I><N><Q>@accompanist /ə'kʌmpənist/<br />*  danh từ<br />- (âm nhạc) người đệm (nhạc, đàn)</Q></N></I></F></C>
accompany	<C><F><I><N><Q>@accompany /ə'kʌmpəni/<br />*  ngoại động từ<br />- đi theo, đi cùng, đi kèm, hộ tống<br />- phụ thêm, kèm theo<br />- (âm nhạc) đệm (đàn, nhạc)</Q></N></I></F></C>
accompanying	<C><F><I><N><Q>@accompany /ə'kʌmpəni/<br />*  ngoại động từ<br />- đi theo, đi cùng, đi kèm, hộ tống<br />- phụ thêm, kèm theo<br />- (âm nhạc) đệm (đàn, nhạc)</Q></N></I></F></C>
accomplice	<C><F><I><N><Q>@accomplice /ə'kɔmplis/<br />*  danh từ<br />- kẻ tòng phạm, kẻ đồng loã</Q></N></I></F></C>
accomplices	<C><F><I><N><Q>@accomplice /ə'kɔmplis/<br />*  danh từ<br />- kẻ tòng phạm, kẻ đồng loã</Q></N></I></F></C>
accomplish	<C><F><I><N><Q>@accomplish /ə'kɔmpliʃ/<br />*  ngoại động từ<br />- hoàn thành, làm xong, làm trọn<br />=to accomplish one's task+ hoàn thành nhiệm vụ<br />=to accomplish one's promise+ làm trọn lời hứa<br />- thực hiện, đạt tới (mục đích...)<br />=to accomplish one's object+ đạt mục đích<br />- làm (ai) hoàn hảo, làm (ai) đạt tới sự hoàn mỹ (về nhạc, hoạ, nữ công...)</Q></N></I></F></C>
accomplishable	<C><F><I><N><Q>@accomplishable<br />- xem accomplish</Q></N></I></F></C>
accomplished	<C><F><I><N><Q>@accomplished /ə'kɔmpiʃt/<br />*  tính từ<br />- đã hoàn thành, đã làm xong, xong xuôi, trọn vẹn<br />- được giáo dục kỹ lưỡng, có đầy đủ tài năng; hoàn hảo, hoàn mỹ (về nhạc, hoạ, nữ công...)<br />=an accomplished musician+ một nhạc sĩ tài năng hoàn hảo</Q></N></I></F></C><C><F><I><N><Q>@accomplish /ə'kɔmpliʃ/<br />*  ngoại động từ<br />- hoàn thành, làm xong, làm trọn<br />=to accomplish one's task+ hoàn thành nhiệm vụ<br />=to accomplish one's promise+ làm trọn lời hứa<br />- thực hiện, đạt tới (mục đích...)<br />=to accomplish one's object+ đạt mục đích<br />- làm (ai) hoàn hảo, làm (ai) đạt tới sự hoàn mỹ (về nhạc, hoạ, nữ công...)</Q></N></I></F></C>
accomplisher	<C><F><I><N><Q>@accomplisher<br />- xem accomplish</Q></N></I></F></C>
accomplishes	<C><F><I><N><Q>@accomplish /ə'kɔmpliʃ/<br />*  ngoại động từ<br />- hoàn thành, làm xong, làm trọn<br />=to accomplish one's task+ hoàn thành nhiệm vụ<br />=to accomplish one's promise+ làm trọn lời hứa<br />- thực hiện, đạt tới (mục đích...)<br />=to accomplish one's object+ đạt mục đích<br />- làm (ai) hoàn hảo, làm (ai) đạt tới sự hoàn mỹ (về nhạc, hoạ, nữ công...)</Q></N></I></F></C>
accomplishing	<C><F><I><N><Q>@accomplish /ə'kɔmpliʃ/<br />*  ngoại động từ<br />- hoàn thành, làm xong, làm trọn<br />=to accomplish one's task+ hoàn thành nhiệm vụ<br />=to accomplish one's promise+ làm trọn lời hứa<br />- thực hiện, đạt tới (mục đích...)<br />=to accomplish one's object+ đạt mục đích<br />- làm (ai) hoàn hảo, làm (ai) đạt tới sự hoàn mỹ (về nhạc, hoạ, nữ công...)</Q></N></I></F></C>
accomplishment	<C><F><I><N><Q>@accomplishment /ə'kɔmpliʃmənt/<br />*  danh từ<br />- sự hoàn thành, sự làm xong, sự làm trọn<br />- sự thực hiện (mục đích...)<br />=the accomplishment of the prophecy+ sự thực hiện lời tiên đoán<br />=the accomplishment of a desire+ sự thực hiện được một điều ước mong<br />- việc đã hoàn thành, việc làm xong, ý định đã thực hiện được; thành quả, thành tựu, thành tích<br />- (số nhiều) tài năng, tài nghệ (về nhạc, hoạ, nữ công...); (xấu) tài vặt</Q></N></I></F></C>
accomplishments	<C><F><I><N><Q>@accomplishment /ə'kɔmpliʃmənt/<br />*  danh từ<br />- sự hoàn thành, sự làm xong, sự làm trọn<br />- sự thực hiện (mục đích...)<br />=the accomplishment of the prophecy+ sự thực hiện lời tiên đoán<br />=the accomplishment of a desire+ sự thực hiện được một điều ước mong<br />- việc đã hoàn thành, việc làm xong, ý định đã thực hiện được; thành quả, thành tựu, thành tích<br />- (số nhiều) tài năng, tài nghệ (về nhạc, hoạ, nữ công...); (xấu) tài vặt</Q></N></I></F></C>
accord	<C><F><I><N><Q>@accord /ə'kɔ:d/<br />*  danh từ<br />- sự đồng lòng, sự đồng ý, sự tán thành<br />=with one accord; of one accord+ đồng lòng, nhất trí<br />- hoà ước<br />- sự phù hợp, sự hoà hợp<br />=individual interests must be in accord with the common ones+ quyền lợi cá nhân phải phù hợp với quyền lợi chung<br />- (âm nhạc) sự hợp âm<br />- ý chí, ý muốn<br />=to do something of one's own accord+ tự nguyện làm cái gì<br />*  ngoại động từ<br />- làm cho hoà hợp<br />- cho, ban cho, chấp thuận, chấp nhận<br />=to accord a request+ chấp thuận một yêu cầu<br />=to accord a hearty welcome+ tiếp đãi niềm nở thân ái<br />*  nội động từ<br />- (+ with) phù hợp với, hoà hợp với, thống nhất với, nhất trí với<br />=words do not accord with deeds+ lời nói không thống nhất với hành động, lời nói không đi đôi với việc làm</Q></N></I></F></C>
accordance	<C><F><I><N><Q>@accordance /ə'kɔ:dəns/<br />*  danh từ<br />- sự đồng ý, sự thoả thuận (với ai)<br />=to do something in accordance with somebody+ làm điều gì có sự thoả thuận với ai<br />- sự phù hợp, sự theo đúng (cái gì)<br />=in accordance with the instructions+ theo đúng những lời chỉ dẫn<br />- sự cho, sự ban cho</Q></N></I></F></C>
accordances	<C><F><I><N><Q>@accordance /ə'kɔ:dəns/<br />*  danh từ<br />- sự đồng ý, sự thoả thuận (với ai)<br />=to do something in accordance with somebody+ làm điều gì có sự thoả thuận với ai<br />- sự phù hợp, sự theo đúng (cái gì)<br />=in accordance with the instructions+ theo đúng những lời chỉ dẫn<br />- sự cho, sự ban cho</Q></N></I></F></C>
accordant	<C><F><I><N><Q>@accordant /ə'kɔ:dənt/<br />*  tính từ<br />- ((thường) + with) thích hợp, phù hợp, hoà hợp với, theo đúng với</Q></N></I></F></C>
accordantly	<C><F><I><N><Q>@accordantly<br />- xem accordant</Q></N></I></F></C>
accorde	<C><F><I><N><Q>@accorde<br />* danh từ<br />- hòa ước<br />* động từ<br />- hoà hợp; phù hợp<br />- cho, ban cho, chấp thuận</Q></N></I></F></C>
accorded	<C><F><I><N><Q>@accord /ə'kɔ:d/<br />*  danh từ<br />- sự đồng lòng, sự đồng ý, sự tán thành<br />=with one accord; of one accord+ đồng lòng, nhất trí<br />- hoà ước<br />- sự phù hợp, sự hoà hợp<br />=individual interests must be in accord with the common ones+ quyền lợi cá nhân phải phù hợp với quyền lợi chung<br />- (âm nhạc) sự hợp âm<br />- ý chí, ý muốn<br />=to do something of one's own accord+ tự nguyện làm cái gì<br />*  ngoại động từ<br />- làm cho hoà hợp<br />- cho, ban cho, chấp thuận, chấp nhận<br />=to accord a request+ chấp thuận một yêu cầu<br />=to accord a hearty welcome+ tiếp đãi niềm nở thân ái<br />*  nội động từ<br />- (+ with) phù hợp với, hoà hợp với, thống nhất với, nhất trí với<br />=words do not accord with deeds+ lời nói không thống nhất với hành động, lời nói không đi đôi với việc làm</Q></N></I></F></C>
according	<C><F><I><N><Q>@according /ə'kɔ:diɳ/<br />*  phó từ<br />- (+ to) theo, y theo<br />- (+ as) tuỳ, tuỳ theo<br />=each one is commended according as his merits+ mỗi người đều được khen thưởng tuỳ theo công lao của mình</Q></N></I></F></C><C><F><I><N><Q>@accord /ə'kɔ:d/<br />*  danh từ<br />- sự đồng lòng, sự đồng ý, sự tán thành<br />=with one accord; of one accord+ đồng lòng, nhất trí<br />- hoà ước<br />- sự phù hợp, sự hoà hợp<br />=individual interests must be in accord with the common ones+ quyền lợi cá nhân phải phù hợp với quyền lợi chung<br />- (âm nhạc) sự hợp âm<br />- ý chí, ý muốn<br />=to do something of one's own accord+ tự nguyện làm cái gì<br />*  ngoại động từ<br />- làm cho hoà hợp<br />- cho, ban cho, chấp thuận, chấp nhận<br />=to accord a request+ chấp thuận một yêu cầu<br />=to accord a hearty welcome+ tiếp đãi niềm nở thân ái<br />*  nội động từ<br />- (+ with) phù hợp với, hoà hợp với, thống nhất với, nhất trí với<br />=words do not accord with deeds+ lời nói không thống nhất với hành động, lời nói không đi đôi với việc làm</Q></N></I></F></C>
accordingly	<C><F><I><N><Q>@accordingly /ə'kɔ:diɳ/<br />*  phó từ<br />- do đó, vì vậy, cho nên<br />- (sao) cho phù hợp (với hoàn cảnh)<br />- (+ as) (như) according as</Q></N></I></F></C>
accordion	<C><F><I><N><Q>@accordion /ə'kɔ:djən/<br />*  danh từ<br />- (âm nhạc) đàn xếp, đàn ăccoc</Q></N></I></F></C>
accordionist	<C><F><I><N><Q>@accordionist /ə'kɔ:djənist/<br />*  danh từ<br />- người chơi đàn xếp, người chơi đàn ăccooc</Q></N></I></F></C>
accordionists	<C><F><I><N><Q>@accordionist /ə'kɔ:djənist/<br />*  danh từ<br />- người chơi đàn xếp, người chơi đàn ăccooc</Q></N></I></F></C>
accordions	<C><F><I><N><Q>@accordion /ə'kɔ:djən/<br />*  danh từ<br />- (âm nhạc) đàn xếp, đàn ăccoc</Q></N></I></F></C>
accords	<C><F><I><N><Q>@accord /ə'kɔ:d/<br />*  danh từ<br />- sự đồng lòng, sự đồng ý, sự tán thành<br />=with one accord; of one accord+ đồng lòng, nhất trí<br />- hoà ước<br />- sự phù hợp, sự hoà hợp<br />=individual interests must be in accord with the common ones+ quyền lợi cá nhân phải phù hợp với quyền lợi chung<br />- (âm nhạc) sự hợp âm<br />- ý chí, ý muốn<br />=to do something of one's own accord+ tự nguyện làm cái gì<br />*  ngoại động từ<br />- làm cho hoà hợp<br />- cho, ban cho, chấp thuận, chấp nhận<br />=to accord a request+ chấp thuận một yêu cầu<br />=to accord a hearty welcome+ tiếp đãi niềm nở thân ái<br />*  nội động từ<br />- (+ with) phù hợp với, hoà hợp với, thống nhất với, nhất trí với<br />=words do not accord with deeds+ lời nói không thống nhất với hành động, lời nói không đi đôi với việc làm</Q></N></I></F></C>
accost	<C><F><I><N><Q>@accost /ə'kɔst/<br />*  ngoại động từ<br />- đến gần<br />- bắt chuyện<br />- gạ gẫm; níu, kéo, bám sát (nói về gái điếm)<br />*  danh từ<br />- sự chào</Q></N></I></F></C>
accosted	<C><F><I><N><Q>@accost /ə'kɔst/<br />*  ngoại động từ<br />- đến gần<br />- bắt chuyện<br />- gạ gẫm; níu, kéo, bám sát (nói về gái điếm)<br />*  danh từ<br />- sự chào</Q></N></I></F></C>
accosting	<C><F><I><N><Q>@accost /ə'kɔst/<br />*  ngoại động từ<br />- đến gần<br />- bắt chuyện<br />- gạ gẫm; níu, kéo, bám sát (nói về gái điếm)<br />*  danh từ<br />- sự chào</Q></N></I></F></C>
accosts	<C><F><I><N><Q>@accost /ə'kɔst/<br />*  ngoại động từ<br />- đến gần<br />- bắt chuyện<br />- gạ gẫm; níu, kéo, bám sát (nói về gái điếm)<br />*  danh từ<br />- sự chào</Q></N></I></F></C>
accouchement	<C><F><I><N><Q>@accouchement /ə'ku:ʃma:ɳ/<br />*  danh từ<br />- sự đẻ</Q></N></I></F></C>
accouchements	<C><F><I><N><Q>@accouchement /ə'ku:ʃma:ɳ/<br />*  danh từ<br />- sự đẻ</Q></N></I></F></C>
accoucheur	<C><F><I><N><Q>@accoucheur /,æku:'ʃə:/<br />*  danh từ<br />- người đỡ đẻ</Q></N></I></F></C>
accoucheurs	<C><F><I><N><Q>@accoucheur /,æku:'ʃə:/<br />*  danh từ<br />- người đỡ đẻ</Q></N></I></F></C>
accoucheuse	<C><F><I><N><Q>@accoucheuse /,æku:'ʃə:z/<br />* danh từ<br />- nữ hộ sinh, bà đỡ</Q></N></I></F></C>
accoucheuses	<C><F><I><N><Q>@accoucheuse /,æku:'ʃə:z/<br />*  danh từ<br />- nữ hộ sinh, bà đỡ</Q></N></I></F></C>
Account	<C><F><I><N><Q>@Account<br />- (Econ) Tài khoản.<br />+ 1.Một ghi chép giao dịch giữa hai bên giao dịch có thể là hai bộ phận của một doanh nghiệp và là yếu tố cơ bản trong tất cả các hệ thống giao dịch kinh doanh. 2.Các giai đoạn, thường là hai tuần, theo đó năm kinh doanh của SỞ CHỨNG KHOÁN LONDON được chia ra và qua các giai đoạn này, việc thanh toán các giao dịch trừ giao dịch chứng khoán viền vàng được tiến hành.</Q></N></I></F></C>
